"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Proportion","","Non-Indigenous young people","Unsentenced","December quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","81.1","87.4","93.2","55.0","90.4","69.9","64.3","27.0","83.8"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Proportion","","Non-Indigenous young people","Unsentenced","September quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","81.2","84.9","93.8","65.1","89.3","72.2","76.5","53.0","84.2"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Unsentenced","June quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","68.1","7.9","169.2","38.6","9.4","3.2","2.0","27.8","326.2"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Unsentenced","March quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","68.4","6.9","198.4","43.8","15.3","3.1","3.0","26.1","365.0"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Unsentenced","December quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","65.3","9.2","169.1","38.2","10.6","1.7","1.2","21.2","316.3"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Unsentenced","September quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","73.2","8.8","152.2","45.1","13.2","3.8","1.0","20.6","317.8"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Unsentenced","June quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","38.0","49.2","74.3","16.5","4.9","10.2","4.9","0.5","198.6"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Unsentenced","March quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","42.9","53.6","80.7","11.9","9.9","6.5","5.5","0","211.1"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Unsentenced","December quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","52.3","55.2","75.4","9.7","8.2","6.8","5.7","0.3","213.5"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Unsentenced","September quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","53.4","52.3","72.5","14.5","10.7","4.6","9.1","0.9","217.9"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Sentanced and unsentanced","June quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","95.5","8.1","193.7","54.8","10.1","3.9","2.8","55.7","424.5"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Sentanced and unsentanced","March quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","95.7","7.2","217.4","61.2","17.3","3.4","5.4","45.6","453.2"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Sentanced and unsentanced","December quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","89.5","10.6","192.9","55.1","13.8","3.4","4.0","41.1","410.5"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Number","","Aboriginal and Torres Strait Islander young people","Sentanced and unsentanced","September quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","93.6","11.3","185.0","67.8","15.8","4.4","5.0","44.1","427.0"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Sentanced and unsentanced","June quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","49.5","52.0","83.3","26.6","5.4","11.3","8.4","0.5","237.1"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Sentanced and unsentanced","March quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","54.5","59.5","86.0","20.6","9.9","7.9","10.0","1.0","249.6"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Sentanced and unsentanced","December quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","64.5","63.1","80.8","17.7","9.1","9.7","8.8","1.2","254.8"
"SE11a.1","2022-23","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Number","","Non-Indigenous young people","Sentanced and unsentanced","September quarter","10-17 years old","","AIHW Youth detention population in Australia","no.","65.8","61.7","77.2","22.2","12.0","6.4","11.8","1.6","258.7"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Proportion","","Aboriginal and Torres Strait Islander young people","Unsentenced","June quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","82.6","86.4","84.8","76.7","79.2","56.6","28.5","52.7","78.2"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Proportion","","Aboriginal and Torres Strait Islander young people","Unsentenced","March quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","86.9","79.8","88.5","75.9","84.5","74.5","46.5","51.5","80.4"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Proportion","","Aboriginal and Torres Strait Islander young people","Unsentenced","December quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","69.1","71.0","85.6","66.4","92.8","62.1","93.0","49.0","74.6"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people in detention on an average night","Proportion","","Aboriginal and Torres Strait Islander young people","Unsentenced","September quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","66.9","75.5","80.5","56.9","79.0","76.3","63.6","55.2","71.0"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Proportion","","Non-Indigenous young people","Unsentenced","June quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","78.0","84.0","95.1","58.4","95.9","79.9","58.3","59.5","83.9"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Proportion","","Non-Indigenous young people","Unsentenced","March quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","80.7","79.4","93.7","59.3","96.6","78.9","63.3","79.1","83.0"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Proportion","","Non-Indigenous young people","Unsentenced","December quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","71.9","75.3","89.9","59.9","95.5","50.6","42.3","30.3","77.9"
"SE11a.1","2021-22","Unsentenced detention rates","10-17 years old","All people","Non-Indigenous people","Young people in detention on an average night","Proportion","","Non-Indigenous young people","Unsentenced","September quarter","10-17 years old","","Derived from AIHW Youth detention population in Australia","%","74.9","88.3","90.5","61.4","90.5","78.8","56.8","54.4","82.2"
