"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"17A.18","2023-24","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","77758","33443","104756","30122","11708","5812","5773","18818","288190"
"17A.18","2023-24","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","2","0","0","0","2"
"17A.18","2023-24","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","12","0","0","0","12"
"17A.18","2023-24","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","14","0","0","0","14"
"17A.18","2023-24","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","46481","5004","74457","20086","6135","2041","1835","18089","174128"
"17A.18","2023-24","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","30726","28439","30299","10036","5587","3771","3930","606","113394"
"17A.18","2023-24","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","77758","33443","104756","30122","11722","5812","5773","18818","288204"
"17A.18","2023-24","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Average nightly population","In detention centres","","","","Derived from State and territory governments (unpublished)","no.","127.3","13.7","203.9","55.0","16.8","5.6","5.0","49.5","476.7"
"17A.18","2023-24","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Average nightly population","In detention centres","","","","Derived from State and territory governments (unpublished)","no.","84.1","77.9","83.0","27.5","15.3","10.3","10.8","1.7","310.4"
"17A.18","2023-24","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Average nightly population","In detention centres","","","","Derived from State and territory governments (unpublished)","no.","212.9","91.6","286.8","82.5","32.1","15.9","15.8","51.5","789.0"
"17A.18","2023-24","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Average nightly population","In custody","","","","Derived from State and territory governments (unpublished)","no.","127.3","13.7","203.9","55.0","16.8","5.6","5.0","49.5","476.7"
"17A.18","2023-24","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Average nightly population","In custody","","","","Derived from State and territory governments (unpublished)","no.","84.1","77.9","83.0","27.5","15.3","10.3","10.8","1.7","310.5"
"17A.18","2023-24","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Average nightly population","In custody","","","","Derived from State and territory governments (unpublished)","no.","212.9","91.6","286.8","82.5","32.1","15.9","15.8","51.5","789.1"
"17A.18","2022-23","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","38132","5294","72068","24586","6285","1582","1558","16918","166423"
"17A.18","2022-23","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","32486","34205","31371","9681","5136","3255","4471","644","121249"
"17A.18","2022-23","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","In detention centres","","","","State and territory governments (unpublished)","no.","71298","39499","103439","34267","11421","4837","6242","17899","288902"
"17A.18","2022-23","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","49","0","0","0","49"
"17A.18","2022-23","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","13","0","0","0","13"
"17A.18","2022-23","Centre utilisation","Young people","All people","All people","All areas","Detention-based supervision","","Detention","Nights in custody","Outside detention centres","","","","State and territory governments (unpublished)","no.","..","na","..","na","62","0","0","0","62"
"17A.18","2022-23","Centre utilisation","Young people","All people","Aboriginal and Torres Strait Islander","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","38132","5294","72068","24586","6334","1582","1558","16918","166472"
"17A.18","2022-23","Centre utilisation","Young people","All people","Non-Indigenous","All areas","Detention-based supervision","","Detention","Nights in custody","Total","","","","Derived from State and territory governments (unpublished)","no.","32486","34205","31371","9681","5149","3255","4471","644","121262"
