"Table_Number","Year","Measure","Indigenous_Status","Law_Enforced","Court_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust cts","Aust"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4262","5436","2715","2469","7753","..","..","..","..","4090"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","505","995","503","708","537","649","1962","1364","..","685"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1312","3878","632","1544","2263","877","5034","1770","..","1988"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","560","1249","518","742","656","661","2088","1396","..","785"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Federal Court of Australia","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Federal Court of Australia","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","23081","23081"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Family","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","WA Family court","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","1722","..","..","..","..","..","1722"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","FCFCOA (Division 1) and FCFCOA (Division 2)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","FCFCOA (Division 1) and FCFCOA (Division 2)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","..","..","..","..","..","..","na","na"
"7A.35","2019-20","Real recurrent expenditure per finalisation","All people","Civil","Coroners'","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Coroners' courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1052","3459","2341","2990","1934","2435","3515","4363","..","2364"
"7A.35","2018-19","Real recurrent expenditure per finalisation","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1119","1831","855","1481","1213","1213","3463","2348","..","1355"
"7A.35","2018-19","Real recurrent expenditure per finalisation","All people","Civil","Supreme (excl. probate)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Supreme courts (excl. probate)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","8884","11543","7257","11245","9377","7373","11864","22072","..","9883"
"7A.35","2018-19","Real recurrent expenditure per finalisation","All people","Civil","District/county","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4479","5150","2257","2350","6427","..","..","..","..","3881"
"7A.35","2018-19","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","421","772","420","767","425","521","2029","1421","..","588"
"7A.35","2018-19","Real recurrent expenditure per finalisation","All people","Civil","Children's","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","1068","3451","582","1277","2208","663","7174","1826","..","1796"
"7A.35","2018-19","Real recurrent expenditure per finalisation","All people","Civil","Magistrates' (total)","2023-24 dollars","Real recurrent expenditure per finalisation: civil","Excluding payroll tax","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","464","995","434","791","541","530","2182","1451","..","675"
