"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","CS_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"8A.13","2018-19","Time out-of-cells per day","Adults","All people","All people","Prison","","Prison","Time out-of-cells per day","Total","","","State and territory governments (unpublished)","hr/day","8.2","11.0","9.5","11.4","8.6","7.9","9.4","12.2","9.7"
"8A.13","2017-18","Time out-of-cells per day","Adults","All people","All people","Prison","","Prison","Time out-of-cells per day","Total","","","State and territory governments (unpublished)","hr/day","8.4","11.1","9.1","12.0","10.1","8.6","8.4","12.4","9.9"
"8A.13","2016-17","Time out-of-cells per day","Adults","All people","All people","Prison","","Prison","Time out-of-cells per day","Total","","","State and territory governments (unpublished)","hr/day","8.0","11.4","10.3","12.3","9.5","8.8","8.9","12.5","10.1"
"8A.13","2015-16","Time out-of-cells per day","Adults","All people","All people","Prison","","Prison","Time out-of-cells per day","Total","","","State and territory governments (unpublished)","hr/day","7.8","11.1","10.3","12.5","9.6","8.6","9.0","12.1","9.9"
"8A.13","2014-15","Time out-of-cells per day","Adults","All people","All people","Prison","","Prison","Time out-of-cells per day","Total","","","State and territory governments (unpublished)","hr/day","8.0","11.3","9.6","12.4","9.2","9.0","8.9","16.6","10.1"
"8A.14","2023-24","Community work","Adults","All people","All people","Community correction","","Community work","For orders discharged during the financial year","Imposed hours of unpaid community work acquitted","","","Derived from State and territory governments (unpublished)","%","71.6","65.4","78.2","57.8","59.8","78.4","91.7","69.0","69.6"
"8A.14","2022-23","Community work","Adults","All people","All people","Community correction","","Community work","For orders discharged during the financial year","Imposed hours of unpaid community work acquitted","","","Derived from State and territory governments (unpublished)","%","70.5","59.5","77.9","65.3","43.2","78.5","84.5","76.9","67.6"
"8A.14","2021-22","Community work","Adults","All people","All people","Community correction","","Community work","For orders discharged during the financial year","Imposed hours of unpaid community work acquitted","","","Derived from State and territory governments (unpublished)","%","77.7","58.9","77.2","64.7","49.8","78.8","64.9","71.7","72.2"
"8A.14","2020-21","Community work","Adults","All people","All people","Community correction","","Community work","For orders discharged during the financial year","Imposed hours of unpaid community work acquitted","","","Derived from State and territory governments (unpublished)","%","84.7","64.5","75.0","62.2","60.5","72.5","60.6","73.2","77.0"
"8A.14","2019-20","Community work","Adults","All people","All people","Community correction","","Community work","For orders discharged during the financial year","Imposed hours of unpaid community work acquitted","","","Derived from State and territory governments (unpublished)","%","68.0","62.2","73.2","62.2","54.2","79.5","70.7","65.1","65.6"
"8A.15","2023-24","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","Open","","","","Derived from State and territory governments (unpublished)","%","80.3","68.5","85.9","88.9","70.5","71.3","50.2","99.9",""
"8A.15","2023-24","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","Secure","","","","Derived from State and territory governments (unpublished)","%","80.7","70.5","96.4","90.3","94.2","86.1","89.3","98.7",""
"8A.15","2023-24","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","80.6","70.3","95.6","90.1","91.7","85.5","87.6","99.3",""
"8A.15","2022-23","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","79.9","73.9","91.5","82.6","92.9","75.7","87.6","93.5",""
"8A.15","2021-22","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2020-21","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2019-20","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2018-19","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2017-18","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2016-17","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2015-16","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.15","2014-15","Prison capacity utilisation","Adults","All people","All people","Prison","","Prison capacity utilisation","All prisons","","","","Derived from State and territory governments (unpublished)","%","na","na","na","na","na","na","na","na",""
"8A.16","2023-24","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Number","All prisoners","","","Derived from State and territory governments (unpublished)","no.","8","4","6","5","1","0","0","0","24"
"8A.16","2023-24","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","All prisoners","","","Derived from State and territory governments (unpublished)","rate","0.06","0.06","0.06","0.07","0.03","0","0","0","0.06"
"8A.16","2022-23","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Number","All prisoners","","","Derived from State and territory governments (unpublished)","no.","7","0","5","2","1","0","1","0","16"
"8A.16","2022-23","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","All prisoners","","","Derived from State and territory governments (unpublished)","rate","0.06","0","0.05","0.03","0.03","0","0.26","0","0.04"
"8A.16","2021-22","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Number","All prisoners","","","Derived from State and territory governments (unpublished)","no.","10","1","0","2","1","2","1","1","18"
"8A.16","2021-22","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","All prisoners","","","Derived from State and territory governments (unpublished)","rate","0.08","0.01","0","0.03","0.03","0.31","0.26","0.05","0.04"
"8A.16","2020-21","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Number","All prisoners","","","Derived from State and territory governments (unpublished)","no.","12","2","4","6","0","0","0","0","24"
"8A.16","2020-21","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Rate per 100 prisoners","All prisoners","","","Derived from State and territory governments (unpublished)","rate","0.09","0.03","0.04","0.09","0","0","0","0","0.06"
"8A.16","2019-20","Deaths from apparent unnatural causes","Adults","All people","All people","Prison","","Deaths from apparent unnatural causes","Number","All prisoners","","","Derived from State and territory governments (unpublished)","no.","11","3","5","1","0","0","0","2","22"
